x_m,y_m,channel,elevation
-0.8748866352592402,0.65,0,0
-0.830935922472295,0.65,0,0
-0.7870170682461843,0.65,0,0
-0.743128367411696,0.65,0,0
-0.699268119435104,0.65,0,0
-0.6554346281523821,0.65,0,0
-0.6116262015048428,0.65,0,0
-0.5678411512761211,0.65,0,0
-0.5240777928304122,0.65,0,0
-0.4803344448518747,0.65,0,0
-0.4366094290851207,0.65,0,0
-0.3929010700766964,0.65,0,0
-0.3492076949174772,0.65,0,0
-0.3055276329858885,0.65,0,0
-0.2618592156918691,0.65,0,0
-0.2182007762214945,0.65,0,0
-0.17455064928217554,0.65,0,0
-0.13090717084835105,0.65,0,0
-0.08726867790758802,0.65,0,0
-0.043633508207015725,0.65,0,0
0.0,0.65,0,0
-0.8748866352592402,0.608608418341916,0,1
-0.830935922472295,0.608608418341916,0,1
-0.7870170682461843,0.608608418341916,0,1
-0.743128367411696,0.608608418341916,0,1
-0.699268119435104,0.608608418341916,0,1
-0.6554346281523821,0.608608418341916,0,1
-0.6116262015048428,0.608608418341916,0,1
-0.5678411512761211,0.608608418341916,0,1
-0.5240777928304122,0.608608418341916,0,1
-0.4803344448518747,0.608608418341916,0,1
-0.4366094290851207,0.608608418341916,0,1
-0.3929010700766964,0.608608418341916,0,1
-0.3492076949174772,0.608608418341916,0,1
-0.3055276329858885,0.608608418341916,0,1
-0.2618592156918691,0.608608418341916,0,1
-0.2182007762214945,0.608608418341916,0,1
-0.17455064928217554,0.608608418341916,0,1
-0.13090717084835105,0.608608418341916,0,1
-0.08726867790758802,0.608608418341916,0,1
-0.043633508207015725,0.608608418341916,0,1
0.0,0.608608418341916,0,1
-0.8748866352592402,0.5672376034262173,0,2
-0.830935922472295,0.5672376034262173,0,2
-0.7870170682461843,0.5672376034262173,0,2
-0.743128367411696,0.5672376034262173,0,2
-0.699268119435104,0.5672376034262173,0,2
-0.6554346281523821,0.5672376034262173,0,2
-0.6116262015048428,0.5672376034262173,0,2
-0.5678411512761211,0.5672376034262173,0,2
-0.5240777928304122,0.5672376034262173,0,2
-0.4803344448518747,0.5672376034262173,0,2
-0.4366094290851207,0.5672376034262173,0,2
-0.3929010700766964,0.5672376034262173,0,2
-0.3492076949174772,0.5672376034262173,0,2
-0.3055276329858885,0.5672376034262173,0,2
-0.2618592156918691,0.5672376034262173,0,2
-0.2182007762214945,0.5672376034262173,0,2
-0.17455064928217554,0.5672376034262173,0,2
-0.13090717084835105,0.5672376034262173,0,2
-0.08726867790758802,0.5672376034262173,0,2
-0.043633508207015725,0.5672376034262173,0,2
0.0,0.5672376034262173,0,2
-0.8748866352592402,0.525886134230312,0,3
-0.830935922472295,0.525886134230312,0,3
-0.7870170682461843,0.525886134230312,0,3
-0.743128367411696,0.525886134230312,0,3
-0.699268119435104,0.525886134230312,0,3
-0.6554346281523821,0.525886134230312,0,3
-0.6116262015048428,0.525886134230312,0,3
-0.5678411512761211,0.525886134230312,0,3
-0.5240777928304122,0.525886134230312,0,3
-0.4803344448518747,0.525886134230312,0,3
-0.4366094290851207,0.525886134230312,0,3
-0.3929010700766964,0.525886134230312,0,3
-0.3492076949174772,0.525886134230312,0,3
-0.3055276329858885,0.525886134230312,0,3
-0.2618592156918691,0.525886134230312,0,3
-0.2182007762214945,0.525886134230312,0,3
-0.17455064928217554,0.525886134230312,0,3
-0.13090717084835105,0.525886134230312,0,3
-0.08726867790758802,0.525886134230312,0,3
-0.043633508207015725,0.525886134230312,0,3
0.0,0.525886134230312,0,3
-0.8748866352592402,0.48455259237505827,0,4
-0.830935922472295,0.48455259237505827,0,4
-0.7870170682461843,0.48455259237505827,0,4
-0.743128367411696,0.48455259237505827,0,4
-0.699268119435104,0.48455259237505827,0,4
-0.6554346281523821,0.48455259237505827,0,4
-0.6116262015048428,0.48455259237505827,0,4
-0.5678411512761211,0.48455259237505827,0,4
-0.5240777928304122,0.48455259237505827,0,4
-0.4803344448518747,0.48455259237505827,0,4
-0.4366094290851207,0.48455259237505827,0,4
-0.3929010700766964,0.48455259237505827,0,4
-0.3492076949174772,0.48455259237505827,0,4
-0.3055276329858885,0.48455259237505827,0,4
-0.2618592156918691,0.48455259237505827,0,4
-0.2182007762214945,0.48455259237505827,0,4
-0.17455064928217554,0.48455259237505827,0,4
-0.13090717084835105,0.48455259237505827,0,4
-0.08726867790758802,0.48455259237505827,0,4
-0.043633508207015725,0.48455259237505827,0,4
0.0,0.48455259237505827,0,4
-0.8748866352592402,0.4432355619293083,0,5
-0.830935922472295,0.4432355619293083,0,5
-0.7870170682461843,0.4432355619293083,0,5
-0.743128367411696,0.4432355619293083,0,5
-0.699268119435104,0.4432355619293083,0,5
-0.6554346281523821,0.4432355619293083,0,5
-0.6116262015048428,0.4432355619293083,0,5
-0.5678411512761211,0.4432355619293083,0,5
-0.5240777928304122,0.4432355619293083,0,5
-0.4803344448518747,0.4432355619293083,0,5
-0.4366094290851207,0.4432355619293083,0,5
-0.3929010700766964,0.4432355619293083,0,5
-0.3492076949174772,0.4432355619293083,0,5
-0.3055276329858885,0.4432355619293083,0,5
-0.2618592156918691,0.4432355619293083,0,5
-0.2182007762214945,0.4432355619293083,0,5
-0.17455064928217554,0.4432355619293083,0,5
-0.13090717084835105,0.4432355619293083,0,5
-0.08726867790758802,0.4432355619293083,0,5
-0.043633508207015725,0.4432355619293083,0,5
0.0,0.4432355619293083,0,5
-0.8748866352592402,0.401933629215147,0,6
-0.830935922472295,0.401933629215147,0,6
-0.7870170682461843,0.401933629215147,0,6
-0.743128367411696,0.401933629215147,0,6
-0.699268119435104,0.401933629215147,0,6
-0.6554346281523821,0.401933629215147,0,6
-0.6116262015048428,0.401933629215147,0,6
-0.5678411512761211,0.401933629215147,0,6
-0.5240777928304122,0.401933629215147,0,6
-0.4803344448518747,0.401933629215147,0,6
-0.4366094290851207,0.401933629215147,0,6
-0.3929010700766964,0.401933629215147,0,6
-0.3492076949174772,0.401933629215147,0,6
-0.3055276329858885,0.401933629215147,0,6
-0.2618592156918691,0.401933629215147,0,6
-0.2182007762214945,0.401933629215147,0,6
-0.17455064928217554,0.401933629215147,0,6
-0.13090717084835105,0.401933629215147,0,6
-0.08726867790758802,0.401933629215147,0,6
-0.043633508207015725,0.401933629215147,0,6
0.0,0.401933629215147,0,6
-0.8748866352592402,0.3606453826138013,0,7
-0.830935922472295,0.3606453826138013,0,7
-0.7870170682461843,0.3606453826138013,0,7
-0.743128367411696,0.3606453826138013,0,7
-0.699268119435104,0.3606453826138013,0,7
-0.6554346281523821,0.3606453826138013,0,7
-0.6116262015048428,0.3606453826138013,0,7
-0.5678411512761211,0.3606453826138013,0,7
-0.5240777928304122,0.3606453826138013,0,7
-0.4803344448518747,0.3606453826138013,0,7
-0.4366094290851207,0.3606453826138013,0,7
-0.3929010700766964,0.3606453826138013,0,7
-0.3492076949174772,0.3606453826138013,0,7
-0.3055276329858885,0.3606453826138013,0,7
-0.2618592156918691,0.3606453826138013,0,7
-0.2182007762214945,0.3606453826138013,0,7
-0.17455064928217554,0.3606453826138013,0,7
-0.13090717084835105,0.3606453826138013,0,7
-0.08726867790758802,0.3606453826138013,0,7
-0.043633508207015725,0.3606453826138013,0,7
0.0,0.3606453826138013,0,7
-0.8748866352592402,0.31936941237213257,0,8
-0.830935922472295,0.31936941237213257,0,8
-0.7870170682461843,0.31936941237213257,0,8
-0.743128367411696,0.31936941237213257,0,8
-0.699268119435104,0.31936941237213257,0,8
-0.6554346281523821,0.31936941237213257,0,8
-0.6116262015048428,0.31936941237213257,0,8
-0.5678411512761211,0.31936941237213257,0,8
-0.5240777928304122,0.31936941237213257,0,8
-0.4803344448518747,0.31936941237213257,0,8
-0.4366094290851207,0.31936941237213257,0,8
-0.3929010700766964,0.31936941237213257,0,8
-0.3492076949174772,0.31936941237213257,0,8
-0.3055276329858885,0.31936941237213257,0,8
-0.2618592156918691,0.31936941237213257,0,8
-0.2182007762214945,0.31936941237213257,0,8
-0.17455064928217554,0.31936941237213257,0,8
-0.13090717084835105,0.31936941237213257,0,8
-0.08726867790758802,0.31936941237213257,0,8
-0.043633508207015725,0.31936941237213257,0,8
0.0,0.31936941237213257,0,8
-0.8748866352592402,0.2781043104096786,0,9
-0.830935922472295,0.2781043104096786,0,9
-0.7870170682461843,0.2781043104096786,0,9
-0.743128367411696,0.2781043104096786,0,9
-0.699268119435104,0.2781043104096786,0,9
-0.6554346281523821,0.2781043104096786,0,9
-0.6116262015048428,0.2781043104096786,0,9
-0.5678411512761211,0.2781043104096786,0,9
-0.5240777928304122,0.2781043104096786,0,9
-0.4803344448518747,0.2781043104096786,0,9
-0.4366094290851207,0.2781043104096786,0,9
-0.3929010700766964,0.2781043104096786,0,9
-0.3492076949174772,0.2781043104096786,0,9
-0.3055276329858885,0.2781043104096786,0,9
-0.2618592156918691,0.2781043104096786,0,9
-0.2182007762214945,0.2781043104096786,0,9
-0.17455064928217554,0.2781043104096786,0,9
-0.13090717084835105,0.2781043104096786,0,9
-0.08726867790758802,0.2781043104096786,0,9
-0.043633508207015725,0.2781043104096786,0,9
0.0,0.2781043104096786,0,9
-0.8748866352592402,0.23684867012617927,0,10
-0.830935922472295,0.23684867012617927,0,10
-0.7870170682461843,0.23684867012617927,0,10
-0.743128367411696,0.23684867012617927,0,10
-0.699268119435104,0.23684867012617927,0,10
-0.6554346281523821,0.23684867012617927,0,10
-0.6116262015048428,0.23684867012617927,0,10
-0.5678411512761211,0.23684867012617927,0,10
-0.5240777928304122,0.23684867012617927,0,10
-0.4803344448518747,0.23684867012617927,0,10
-0.4366094290851207,0.23684867012617927,0,10
-0.3929010700766964,0.23684867012617927,0,10
-0.3492076949174772,0.23684867012617927,0,10
-0.3055276329858885,0.23684867012617927,0,10
-0.2618592156918691,0.23684867012617927,0,10
-0.2182007762214945,0.23684867012617927,0,10
-0.17455064928217554,0.23684867012617927,0,10
-0.13090717084835105,0.23684867012617927,0,10
-0.08726867790758802,0.23684867012617927,0,10
-0.043633508207015725,0.23684867012617927,0,10
0.0,0.23684867012617927,0,10
-0.8748866352592402,0.1956010862095261,0,11
-0.830935922472295,0.1956010862095261,0,11
-0.7870170682461843,0.1956010862095261,0,11
-0.743128367411696,0.1956010862095261,0,11
-0.699268119435104,0.1956010862095261,0,11
-0.6554346281523821,0.1956010862095261,0,11
-0.6116262015048428,0.1956010862095261,0,11
-0.5678411512761211,0.1956010862095261,0,11
-0.5240777928304122,0.1956010862095261,0,11
-0.4803344448518747,0.1956010862095261,0,11
-0.4366094290851207,0.1956010862095261,0,11
-0.3929010700766964,0.1956010862095261,0,11
-0.3492076949174772,0.1956010862095261,0,11
-0.3055276329858885,0.1956010862095261,0,11
-0.2618592156918691,0.1956010862095261,0,11
-0.2182007762214945,0.1956010862095261,0,11
-0.17455064928217554,0.1956010862095261,0,11
-0.13090717084835105,0.1956010862095261,0,11
-0.08726867790758802,0.1956010862095261,0,11
-0.043633508207015725,0.1956010862095261,0,11
0.0,0.1956010862095261,0,11
-0.8748866352592402,0.1543601544440903,0,12
-0.830935922472295,0.1543601544440903,0,12
-0.7870170682461843,0.1543601544440903,0,12
-0.743128367411696,0.1543601544440903,0,12
-0.699268119435104,0.1543601544440903,0,12
-0.6554346281523821,0.1543601544440903,0,12
-0.6116262015048428,0.1543601544440903,0,12
-0.5678411512761211,0.1543601544440903,0,12
-0.5240777928304122,0.1543601544440903,0,12
-0.4803344448518747,0.1543601544440903,0,12
-0.4366094290851207,0.1543601544440903,0,12
-0.3929010700766964,0.1543601544440903,0,12
-0.3492076949174772,0.1543601544440903,0,12
-0.3055276329858885,0.1543601544440903,0,12
-0.2618592156918691,0.1543601544440903,0,12
-0.2182007762214945,0.1543601544440903,0,12
-0.17455064928217554,0.1543601544440903,0,12
-0.13090717084835105,0.1543601544440903,0,12
-0.08726867790758802,0.1543601544440903,0,12
-0.043633508207015725,0.1543601544440903,0,12
0.0,0.1543601544440903,0,12
-0.8748866352592402,0.11312447151936492,0,13
-0.830935922472295,0.11312447151936492,0,13
-0.7870170682461843,0.11312447151936492,0,13
-0.743128367411696,0.11312447151936492,0,13
-0.699268119435104,0.11312447151936492,0,13
-0.6554346281523821,0.11312447151936492,0,13
-0.6116262015048428,0.11312447151936492,0,13
-0.5678411512761211,0.11312447151936492,0,13
-0.5240777928304122,0.11312447151936492,0,13
-0.4803344448518747,0.11312447151936492,0,13
-0.4366094290851207,0.11312447151936492,0,13
-0.3929010700766964,0.11312447151936492,0,13
-0.3492076949174772,0.11312447151936492,0,13
-0.3055276329858885,0.11312447151936492,0,13
-0.2618592156918691,0.11312447151936492,0,13
-0.2182007762214945,0.11312447151936492,0,13
-0.17455064928217554,0.11312447151936492,0,13
-0.13090717084835105,0.11312447151936492,0,13
-0.08726867790758802,0.11312447151936492,0,13
-0.043633508207015725,0.11312447151936492,0,13
0.0,0.11312447151936492,0,13
-0.8748866352592402,0.0718926348388696,0,14
-0.830935922472295,0.0718926348388696,0,14
-0.7870170682461843,0.0718926348388696,0,14
-0.743128367411696,0.0718926348388696,0,14
-0.699268119435104,0.0718926348388696,0,14
-0.6554346281523821,0.0718926348388696,0,14
-0.6116262015048428,0.0718926348388696,0,14
-0.5678411512761211,0.0718926348388696,0,14
-0.5240777928304122,0.0718926348388696,0,14
-0.4803344448518747,0.0718926348388696,0,14
-0.4366094290851207,0.0718926348388696,0,14
-0.3929010700766964,0.0718926348388696,0,14
-0.3492076949174772,0.0718926348388696,0,14
-0.3055276329858885,0.0718926348388696,0,14
-0.2618592156918691,0.0718926348388696,0,14
-0.2182007762214945,0.0718926348388696,0,14
-0.17455064928217554,0.0718926348388696,0,14
-0.13090717084835105,0.0718926348388696,0,14
-0.08726867790758802,0.0718926348388696,0,14
-0.043633508207015725,0.0718926348388696,0,14
0.0,0.0718926348388696,0,14
-0.8748866352592402,0.03066324232926168,0,15
-0.830935922472295,0.03066324232926168,0,15
-0.7870170682461843,0.03066324232926168,0,15
-0.743128367411696,0.03066324232926168,0,15
-0.699268119435104,0.03066324232926168,0,15
-0.6554346281523821,0.03066324232926168,0,15
-0.6116262015048428,0.03066324232926168,0,15
-0.5678411512761211,0.03066324232926168,0,15
-0.5240777928304122,0.03066324232926168,0,15
-0.4803344448518747,0.03066324232926168,0,15
-0.4366094290851207,0.03066324232926168,0,15
-0.3929010700766964,0.03066324232926168,0,15
-0.3492076949174772,0.03066324232926168,0,15
-0.3055276329858885,0.03066324232926168,0,15
-0.2618592156918691,0.03066324232926168,0,15
-0.2182007762214945,0.03066324232926168,0,15
-0.17455064928217554,0.03066324232926168,0,15
-0.13090717084835105,0.03066324232926168,0,15
-0.08726867790758802,0.03066324232926168,0,15
-0.043633508207015725,0.03066324232926168,0,15
0.0,0.03066324232926168,0,15
-0.8748866352592402,-0.010565107750402059,1,0
-0.830935922472295,-0.010565107750402059,1,0
-0.7870170682461843,-0.010565107750402059,1,0
-0.743128367411696,-0.010565107750402059,1,0
-0.699268119435104,-0.010565107750402059,1,0
-0.6554346281523821,-0.010565107750402059,1,0
-0.6116262015048428,-0.010565107750402059,1,0
-0.5678411512761211,-0.010565107750402059,1,0
-0.5240777928304122,-0.010565107750402059,1,0
-0.4803344448518747,-0.010565107750402059,1,0
-0.4366094290851207,-0.010565107750402059,1,0
-0.3929010700766964,-0.010565107750402059,1,0
